id,Year,Month,Date,Storage,Presentage,Power,Energy,Outlet,Spill,Inflow,Rainfall,Elevation
0,1995,1,1,709.46,98.26,12.04,0.21,0,0,9.88,0,5
1,1995,1,2,707.3,97.96,10.56,0.19,0,0,8.4,0,5
2,1995,1,3,705.14,97.66,6.83,3.14,0,0,4.91,0,5
3,1995,1,4,703.22,97.4,7.14,3.22,0,0,4.92,0,5
4,1995,1,5,701,97.09,8.59,4.21,0,0,3.03,0,5
5,1995,1,6,695.44,96.32,8.28,4,0,0,3.72,7.7,4
6,1995,1,7,690.88,95.69,7.59,3.61,0,0,4.59,0,4
7,1995,1,8,687.88,95.27,6.19,2.71,0,0,4.65,1.5,4
8,1995,1,9,686.34,95.06,7.51,3.54,0,0,6.03,3.2,4
9,1995,1,10,684.86,94.86,7.03,3.27,0,0,8.51,13.2,4
10,1995,1,11,686.34,95.06,7.19,3.34,0,0,7.49,12.8,4
11,1995,1,12,686.64,95.1,7.52,3.56,0,0,3.7,0,4
12,1995,1,13,682.82,94.57,7.01,3.24,0,0,3.25,0,4
13,1995,1,14,679.06,94.05,7,3.25,0,0,2.76,0,4
14,1995,1,15,674.82,93.47,6.42,2.85,0,0,2.61,0,4
15,1995,1,16,671.01,92.94,4.53,1.62,0,0,3.41,0,4
16,1995,1,17,669.89,92.78,7.02,3.23,0,0,2.35,0,4
17,1995,1,18,665.22,92.14,6.69,3.02,0,0,2.68,1.3,4
18,1995,1,19,661.21,91.58,6.36,2.8,0,0,3.44,5.1,4
19,1995,1,20,658.29,91.18,5.98,2.6,0,0,3.22,56.8,4
20,1995,1,21,655.53,90.79,4.65,1.75,0,0,10.63,7.5,4
21,1995,1,22,661.51,91.62,4.57,1.6,0,0,4.57,0,4
22,1995,1,23,661.51,91.62,6.09,2.63,0,0,3.33,0,4
23,1995,1,24,658.75,91.24,5.08,2.06,0,0,3.01,0,4
24,1995,1,25,656.68,90.95,5.46,2.34,0,0,2.47,0,4
25,1995,1,26,653.69,90.54,5.89,2.57,0,0,2.54,0,4
26,1995,1,27,650.34,90.07,7.34,3.41,0,0,2.42,0,4
27,1995,1,28,645.42,89.39,5.43,2.16,0,0,2.5,0,4
28,1995,1,29,642.49,88.99,4.94,1.86,0,0,2.71,40,4
29,1995,1,30,640.26,88.68,6.69,3.07,0,0,12.73,20.5,4
30,1995,1,31,646.3,89.52,6.31,2.8,0,0,4.55,4.2,4
31,1995,2,1,644.54,89.27,6.83,3.17,0,0,3.87,10.5,4
32,1995,2,2,641.58,88.86,6.82,3.12,0,0,6.82,13.8,4
33,1995,2,3,641.58,88.86,5.6,2.23,0,0,5.6,7.7,4
34,1995,2,4,641.58,88.86,4.26,1.38,0,0,4.94,5.7,4
35,1995,2,5,642.26,88.96,5.68,2.28,0,0,6.14,7.8,4
36,1995,2,6,642.72,89.02,6.77,3.14,0,0,4.09,3.5,4
37,1995,2,7,640.04,88.65,5.97,2.55,0,0,5.53,0,4
38,1995,2,8,639.6,88.59,5.96,2.95,0,0,3.76,0,4
39,1995,2,9,637.4,88.28,4.99,2.42,0,0,3.45,0,4
40,1995,2,10,635.86,88.07,5.04,2.39,0,0,4.58,0,4
41,1995,2,11,635.4,88.01,4.99,2.37,0,0,2.25,0,4
42,1995,2,12,632.66,87.63,4.17,1.88,0,0,2.41,0,4
43,1995,2,13,630.9,87.38,5.46,2.6,0,0,3.26,0,4
44,1995,2,14,628.7,87.08,3.69,1.42,0,0,5.89,19.3,4
45,1995,2,15,630.9,87.38,5.35,2.62,0,0,6.45,0,4
46,1995,2,16,632,87.53,5.09,2.46,0,0,4.65,0,4
47,1995,2,17,631.56,87.47,4.58,2.13,0,0,8.42,3.2,4
48,1995,2,18,635.4,88.01,4.62,2.15,0,0,5.52,0,4
49,1995,2,19,636.3,88.13,5.06,2.43,0,0,3.12,0,4
50,1995,2,20,634.36,87.86,4.82,2.27,0,0,3.12,0,4
51,1995,2,21,632.66,87.63,4.29,1.89,0,0,3.19,0,4
52,1995,2,22,631.56,87.47,4.72,2.42,0,0,2.74,0,4
53,1995,2,23,629.58,87.2,5.19,2.5,0,0,1.66,0,4
54,1995,2,24,626.05,86.71,4.75,2.17,0,0,2,0,4
55,1995,2,25,623.3,86.33,4.87,2.29,0,0,1.87,0,4
56,1995,2,26,620.3,85.91,4.63,2.14,0,0,2.02,0,4
57,1995,2,27,617.69,85.55,5.23,2.54,0,0,1.36,0,4
59,1995,3,1,610.45,84.55,4.84,2.29,0,0,1.55,0,4
60,1995,3,2,607.09,84.08,5.54,2.73,0,0,1.01,0,4
61,1995,3,3,603.1,83.53,5.63,2.75,0,0,1.3,0,4
62,1995,3,4,598.48,82.89,4.78,2.3,0,0,1.47,0,4
63,1995,3,5,595,82.41,4.19,1.84,0,0,1.19,0,4
64,1995,3,6,592.28,82.03,5.29,2.58,0,0,1.29,0,4
65,1995,3,7,588.18,81.47,4.68,2.25,0,0,1.16,0,4
66,1995,3,8,584.79,81,5.75,2.86,0,0,2.14,0,4
67,1995,3,9,580.2,80.36,6.24,3.14,0,0,4.75,1,4
68,1995,3,10,576.1,79.79,4.95,2.51,0,0,3.28,9,4
69,1995,3,11,575.9,79.76,4.88,2.29,0,0,1.6,0,4
70,1995,3,12,574.3,79.54,4,1.8,0,0,1.04,0,4
71,1995,3,13,571.9,79.21,5.84,2.9,0,0,1.11,0,4
72,1995,3,14,567.1,78.55,6.11,3.05,0,0,1.63,0,4
73,1995,3,15,562.1,77.85,6.53,3.28,0,0,0.9,0,4
74,1995,3,16,557.2,77.17,5.03,2.44,0,0,1.22,0,4
75,1995,3,17,553.07,76.6,5.69,2.83,0,0,1.55,0,4
76,1995,3,18,548.6,75.98,6.25,3.11,0,0,1.12,0,4
77,1995,3,19,543.9,75.33,5.42,2.61,0,0,1.2,0,3
78,1995,3,20,539.6,74.74,6.37,3.17,0,0,1.18,0,3
79,1995,3,21,534.43,74.02,5.84,2.87,0,0,0.7,0,3
80,1995,3,22,529.77,73.38,5.83,2.86,0,0,0.84,0,3
87,1995,3,29,496.14,68.72,9.27,4.36,0,0,1.97,14,3
90,1995,4,1,475.44,65.85,6.61,2.91,0,0,0.99,0,3
91,1995,4,2,469.82,65.07,7.07,3.19,0,0,0.75,0,3
92,1995,4,3,463.5,64.2,8.38,3.77,0,0,1.14,6.5,3
93,1995,4,4,456.26,63.19,9.26,4.22,0,0,0.49,0,3
94,1995,4,5,447.49,61.98,7.84,3.48,0,0,0.97,0,3
95,1995,4,6,440.62,61.03,9.45,4.31,0,0,2.27,7.5,3
96,1995,4,7,433.44,60.03,8.65,3.79,0,0,5.49,6.3,3
97,1995,4,8,430.28,59.6,7.96,3.51,0,0,3.82,0,5
98,1995,4,9,426.14,59.02,7.43,3.23,0,0,3.37,2.6,3
99,1995,4,10,422.08,58.46,6.58,2.63,0,0,7.26,8.3,3
100,1995,4,11,422.76,58.55,4.53,1.73,0,0,5.37,7.5,3
101,1995,4,12,423.6,58.67,2.99,0.6,0,0,5.69,5.5,3
102,1995,4,13,426.3,59.04,3.47,0.99,0,0,8.3,3,3
103,1995,4,14,431.13,59.71,3.75,1.28,0,0,6.88,3.3,3
104,1995,4,15,434.26,60.15,3.99,1.43,0,0,5.77,8.4,3
105,1995,4,16,436.04,60.39,3.58,1.03,0,0,12.65,26.6,3
106,1995,4,17,445.11,61.65,3.98,1.23,0,0,7.89,0.8,3
107,1995,4,18,449.02,62.19,4.61,1.62,0,0,6.14,0,3
108,1995,4,19,450.55,62.4,6.56,2.91,0,0,6.77,3,3
109,1995,4,20,450.76,62.43,7.5,3.56,0,0,6.44,0,3
110,1995,4,21,449.7,62.29,6.15,2.63,0,0,4.45,15.1,3
111,1995,4,22,448,62.05,6.25,2.6,0,0,3.36,0,3
112,1995,4,23,445.11,61.65,4.65,1.74,0,0,4.48,0.5,3
113,1995,4,24,444.94,61.63,4.53,2.01,0,0,9.12,1.02,3
114,1995,4,25,449.53,62.26,6.63,2.93,0,0,6.8,0,3
115,1995,4,26,449.7,62.29,6.96,3.06,0,0,3.73,3.01,3
116,1995,4,27,446.47,61.84,6.3,2.57,0,0,5.11,0,3
117,1995,4,28,445.28,61.67,7.17,3.12,0,0,4.21,2.3,3
118,1995,4,29,442.32,61.26,7.59,3.28,0,0,5.04,0.05,3
119,1995,4,30,439.77,60.91,4.17,1.44,0,0,6.38,0,3
120,1995,5,1,441.98,61.22,6.26,2.44,0,0,11.09,60,3
121,1995,5,2,446.81,61.89,7.17,3.01,0,0,11.25,0,3
122,1995,5,3,450.89,62.45,7.89,3.51,0,0,6.7,27.5,3
123,1995,5,4,449.7,62.29,7.61,3.56,0,0,13.32,19.8,3
124,1995,5,5,455.41,63.08,7.57,3.31,0,0,12.88,0.6,3
125,1995,5,6,460.72,63.81,7.63,3.39,0,0,8.88,14,3
126,1995,5,7,461.97,63.98,5.82,2.41,0,0,22.17,7.8,3
127,1995,5,8,478.32,66.25,6.4,2.68,0,0,22.86,8.3,3
128,1995,5,9,494.78,68.53,6.43,2.74,0,0,28.55,2,3
129,1995,5,10,516.9,71.59,6.11,2.49,0,0,20.51,6.5,3
130,1995,5,11,531.3,73.59,5.27,2.48,0,0,19.62,0,3
131,1995,5,12,545.65,75.57,6.37,2.8,0,0,15.32,0,3
132,1995,5,13,554.6,76.81,6.38,2.76,0,0,11.32,1.2,4
133,1995,5,14,559.54,77.5,4.67,1.63,0,0,15.63,1.8,4
134,1995,5,15,570.5,79.02,3.36,1.23,0,0,28.66,8.4,4
135,1995,5,16,595.8,82.52,4.5,1.84,0,0,24.06,0,4
136,1995,5,17,615.36,85.23,4.62,1.98,0,0,17.08,0,4
137,1995,5,18,627.82,86.96,5.63,2.3,0,0,13.89,0,4
138,1995,5,19,636.08,88.1,6.43,2.72,0,0,12.61,0,4
139,1995,5,20,642.26,88.96,6.6,2.92,0,0,10.02,0,4
140,1995,5,21,645.68,89.43,4.22,1.33,0,0,10,0.04,4
141,1995,5,22,651.46,90.23,5.86,2.36,0,0,9.7,0,4
142,1995,5,23,655.3,90.76,6.96,3.17,0,0,7.65,0,4
143,1995,5,24,655.99,90.86,8.11,3.83,0,0,7.34,0,4
144,1995,5,25,655.22,90.75,8.41,3.99,0,0,8.95,2.05,4
145,1995,5,26,655.76,90.83,6.91,3.06,0,0,7.37,0,4
146,1995,5,27,656.22,90.89,6.54,2.45,0,0,5.39,0,4
147,1995,5,28,655.07,90.73,3.74,1.29,0,0,4.66,0,4
148,1995,5,29,655.99,90.86,7.99,3.8,0,0,4.34,0,4
149,1995,5,30,652.34,90.35,7.91,3.73,0,0,4.76,0,4
150,1995,5,31,649.19,89.92,6.97,3.25,0,0,3.64,0,4
151,1995,6,1,645.86,89.45,7.99,3.79,0,0,3.05,0,4
152,1995,6,2,640.92,88.77,6.8,3.08,0,0,2.84,0,4
153,1995,6,3,636.96,88.22,6.52,2.94,0,0,2.87,0,4
154,1995,6,4,633.31,87.72,5.98,2.6,0,0,3.79,0,4
155,1995,6,5,631.12,87.41,7.12,3.25,0,0,3.38,0,4
156,1995,6,6,627.38,86.89,7.89,3.7,0,0,3.37,0,4
157,1995,6,7,622.86,86.27,7.92,3.72,0,0,3.4,0,4
158,1995,6,8,618.34,85.64,7.46,3.47,0,0,3.6,0,4
159,1995,6,9,614.48,85.11,5.71,2.37,0,0,4.62,2.3,4
160,1995,6,10,613.39,84.96,5.67,2.59,0,0,5.67,0.7,4
161,1995,6,11,613.39,84.96,4.52,2.1,0,0,3.89,0.5,4
162,1995,6,12,612.76,84.87,2.79,1.12,0,0,5.17,0,4
163,1995,6,13,615.14,85.2,6.12,3.21,0,0,3.53,5.8,4
164,1995,6,14,612.55,84.84,5.61,2.73,0,0,13.79,1.4,4
165,1995,6,15,620.73,85.97,5.17,2.49,0,0,17.1,0,4
166,1995,6,16,632.66,87.63,6.22,2.85,0,0,16.05,5,4
167,1995,6,17,642.49,88.99,5.12,2.38,0,0,53.03,0,4
168,1995,6,18,690.4,95.62,3.13,0.94,0,0,19.07,0,4
169,1995,6,19,706.34,97.83,5.84,2.7,0,0,17.56,0,5
170,1995,6,20,718.06,99.45,6.73,3.31,0,0,10.17,0,5
171,1995,6,21,721.5,99.93,7.37,3.81,0,0,7.12,0,5
172,1995,6,22,721.25,99.9,8.83,4.38,0,0,6.84,0,5
173,1995,6,23,719.26,99.62,7.38,3.67,0,0,5.7,0,5
174,1995,6,24,717.58,99.39,6.76,3.33,0,0,5.53,0,5
175,1995,6,25,716.35,99.22,5.76,2.81,0,0,4.51,0.05,5
176,1995,6,26,715.1,99.04,7.11,3.55,0,0,5.89,0.04,5
177,1995,6,27,713.88,98.88,6.54,3.18,0,0,7.51,0,5
178,1995,6,28,714.85,99.01,6.9,3.35,0,0,6.41,2.1,5
179,1995,6,29,714.36,98.94,5.97,2.75,0,0,6.46,6.4,5
180,1995,6,30,714.85,99.01,9.31,3.18,0,1,16.96,1.8,5
181,1995,7,1,722.5,100.07,6.22,3.07,0,0,14.01,0,5
182,1995,7,2,721,99.86,6.57,3.1,0,0,7.91,0,5
183,1995,7,3,722.25,100.03,7.41,3.65,0,0,7.33,0,5
184,1995,7,4,720.75,99.83,8.84,4.36,0,0,6.39,0,5
185,1995,7,5,718.3,99.49,7.84,3.97,0,0,5.39,0,5
186,1995,7,6,715.85,99.15,6.26,3.06,0,0,6.01,1.6,5
187,1995,7,7,715.6,99.11,5.32,2.66,0,0,3.58,0,5
188,1995,7,8,713.88,98.88,5.72,2.83,0,0,3.54,0,5
189,1995,7,9,711.7,98.57,3.45,1.41,0,0,4.68,2.7,5
190,1995,7,10,712.92,98.74,5.48,2.54,0,0,5.72,2.5,5
191,1995,7,11,713.16,98.78,5.37,2.43,0,0,7.81,0.2,5
192,1995,7,12,715.6,99.11,3.62,1.73,0,0,7.51,0,5
193,1995,7,13,719.5,99.65,4.05,1.92,0,0,4.8,0,5
194,1995,7,14,720.25,99.76,6.11,2.39,0,0,5.36,0,5
195,1995,7,15,719.5,99.65,5.78,2.86,0,0,3.38,0,5
196,1995,7,16,717.1,99.32,4.25,1.94,0,0,3.5,5.3,5
197,1995,7,17,716.35,99.22,7,3.33,0,0,3.81,0,5
198,1995,7,18,713.6,98.84,7.29,3.62,0,0,3.83,0,5
199,1995,7,19,709.7,98.3,5.24,2.54,0,0,2.84,0,5
200,1995,7,20,707.3,97.96,6.18,3.1,0,0,3.3,2,5
201,1995,7,21,704.42,97.57,6.37,3.08,0,0,2.7,0,5
202,1995,7,22,700.25,96.99,7.4,3.7,0,0,2.09,0,5
203,1995,7,23,695.44,96.32,5.05,2.39,0,0,2.41,0,4
204,1995,7,24,692.8,95.96,7.6,3.52,0,0,2.36,0,4
205,1995,7,25,688.1,95.3,7.49,3.61,0,0,4.25,0,4
206,1995,7,26,684.86,94.86,7.16,3.33,0,0,3.68,0,4
207,1995,7,27,681.38,94.37,8.71,3.35,0,0,2.38,0,4
208,1995,7,28,675.05,93.5,7.96,4,0,0,2.34,0,4
209,1995,7,29,669.43,92.72,6.72,3.24,0,0,2.99,0,4
210,1995,7,30,665.7,92.2,3.35,1.37,0,0,4.07,0,4
211,1995,7,31,666.42,92.3,7.78,3.82,0,0,2.18,0,4
212,1995,8,1,660.3,91.45,8.1,3.97,0,0,2.58,0,4
213,1995,8,2,653.3,90.48,8.59,4.33,0,0,3.4,0,4
214,1995,8,3,650.11,90.04,8.34,4.12,0,0,2.77,0,4
215,1995,8,4,644.54,89.27,8.56,4.34,0,0,1.64,0,4
216,1995,8,5,637.62,88.31,6.8,3.47,0,0,1.18,0,4
217,1995,8,6,632,87.53,6.83,3.34,0,0,1.33,0,4
218,1995,8,7,626.5,86.77,8.54,4.3,0,0,2.14,0,4
219,1995,8,8,620.1,85.89,8.62,4.3,0,0,3.44,0,4
221,1995,8,10,609.61,84.43,5.27,2.4,0,0,2.75,1.2,4
222,1995,8,11,607.09,84.08,8.35,3.97,0,0,2.05,1.6,4
223,1995,8,12,600.79,83.21,8.06,3.8,0,0,1.86,1.5,4
224,1995,8,13,594.59,82.35,7.69,3.76,0,0,1.49,0,4
225,1995,8,14,588.39,81.49,9.61,4.78,0,0,1.22,0,4
226,1995,8,15,580,80.33,9.2,4.55,0,0,2.5,0.5,4
227,1995,8,16,573.3,79.4,6.54,3.18,0,0,2.74,0,4
228,1995,8,17,569.5,78.88,8.43,4.11,0,0,2.63,0,4
229,1995,8,18,563.7,78.07,9.14,4.46,0,0,2.24,0,4
230,1995,8,19,556.8,77.12,8.79,4.26,0,0,3.09,0,5
231,1995,8,20,551.1,76.33,8.07,3.97,0,0,1.47,0,4
232,1995,8,21,544.5,75.42,8.94,4.42,0,0,2.48,0,3
233,1995,8,22,538.04,74.52,9.24,4.41,0,0,4.3,0.4,3
234,1995,8,23,533.1,73.84,7.49,3.52,0,0,6.29,0,3
235,1995,8,24,531.9,73.67,7.84,3.86,0,0,4.57,0,3
236,1995,8,25,528.63,73.22,9.28,4.52,0,0,3.96,0.4,3
237,1995,8,26,523.31,72.48,8.34,4.09,0,0,5.87,3.8,3
238,1995,8,27,520.84,72.14,7.54,3.61,0,0,6.97,0.2,3
239,1995,8,28,520.27,72.06,7.51,3.52,0,0,7.51,13.6,3
240,1995,8,29,520.27,72.06,6.04,3.01,0,0,8.89,16.5,3
241,1995,8,30,523.12,72.45,5.38,2.45,0,0,10.13,1.6,3
242,1995,8,31,527.37,73.04,5.42,2.33,0,0,10.25,3.2,3
243,1995,9,1,532.7,73.78,5.24,2.13,0,0,13.34,3.5,3
244,1995,9,2,540.8,74.9,5.83,2.45,0,0,62.67,1,3
245,1995,9,3,553.64,76.68,4.44,1.91,0,0,8.6,0.2,4
246,1995,9,4,557.8,77.26,4.84,2.14,0,0,10.14,2.5,4
247,1995,9,5,563.1,77.99,4.6,2.1,0,0,12.2,0,4
248,1995,9,6,570.7,79.04,4.6,2.27,0,0,8.34,0,4
249,1995,9,7,570.7,79.04,4.74,1.82,0,0,7.65,0,4
250,1995,9,8,574.3,79.54,3.97,1.42,0,0,10.7,0,4
251,1995,9,9,577.98,80.05,3.7,2.33,0,0,6.95,0,4
252,1995,9,10,584.98,81.02,5.43,2.18,0,0,6.7,0,4
253,1995,9,11,586.5,81.23,5.23,2.77,0,0,5.24,0,4
254,1995,9,12,587.97,81.44,5.87,2.77,0,0,4.63,0,4
255,1995,9,13,584.79,81,7.18,3.52,0,0,5.06,0,4
256,1995,9,14,583.72,80.85,6.13,3,0,0,4.3,0,4
257,1995,9,15,580.8,80.44,7.22,3.38,0,0,3.14,0,4
258,1995,9,16,576.93,79.91,7.01,3.73,0,0,6.55,3,4
259,1995,9,17,575.9,79.76,7.58,1.76,0,0,16.9,3,4
260,1995,9,18,589,81.58,3.8,2.79,0,0,9.58,0,4
261,1995,9,19,592.7,82.09,5.88,3.36,0,0,7.85,0.5,4
262,1995,9,20,593.54,82.21,7.01,3.22,0,0,5.36,0,4
263,1995,9,21,592.28,82.03,5.62,2.62,0,0,6.04,0,4
264,1995,9,22,592.7,82.09,5.2,2.36,0,0,7.09,1.5,4
265,1995,9,23,594.59,82.35,4.72,2.12,0,0,4.09,0,4
266,1995,9,24,593.96,82.27,4,1.83,0,0,2.74,0,4
267,1995,9,25,592.7,82.09,4.8,2.02,0,0,6.48,0,4
268,1995,9,26,594.38,82.32,2.18,0.88,0,0,4.2,0,4
269,1995,9,27,596.4,82.6,7.95,3.94,0,0,2.78,0,4
270,1995,9,28,591.23,81.89,7.03,3.39,0,0,3.98,0,4
271,1995,9,29,588.18,81.47,7.16,3.48,0,0,3.14,1,4
272,1995,9,30,584.16,80.91,6.54,3.19,0,0,2.98,3.9,4
273,1995,10,1,584.16,80.91,6,2.94,0,0,1.99,0,4
274,1995,10,2,580.6,80.42,6.31,3.12,0,0,1.9,0,4
275,1995,10,3,576.51,79.85,6.59,3.15,0,0,4.19,4.4,4
276,1995,10,4,569.7,78.91,5.18,2.51,0,0,7.58,10.6,4
277,1995,10,5,572.1,79.24,6.05,2.91,0,0,9.05,3.7,4
278,1995,10,6,575.1,79.65,6.24,2.96,0,0,16.5,22.6,4
279,1995,10,7,585.36,81.07,5.67,2.72,0,0,43.39,22.9,4
280,1995,10,8,623.08,86.3,2.88,1.23,0,0,51.54,4.6,4
281,1995,10,9,671.74,93.04,4.35,1.92,0,0,29.73,1.3,4
282,1995,10,10,697.12,96.55,4.08,1.93,0,0,18.16,0,4
283,1995,10,11,711.2,98.5,4.43,2.12,0,0,11.77,0,5
284,1995,10,12,718.54,99.52,5.75,2.74,0,0,8.21,0,5
285,1995,10,13,721,99.86,6,2.95,0,0,6.5,0,5
286,1995,10,14,721.5,99.93,5.34,2.54,0,0,5.59,0,5
287,1995,10,15,721.75,99.97,4.08,2.01,0,0,3.33,0,5
288,1995,10,16,721,99.86,6.42,3.12,0,0,5.67,1.9,5
289,1995,10,17,720.25,99.76,4.81,2.37,0,0,6.06,2.1,5
290,1995,10,18,721.5,99.93,5.34,2.38,0,0,5.59,0,5
291,1995,10,19,721.75,99.97,6.83,3.4,0,0,4.83,0,5
292,1995,10,20,719.75,99.69,5.74,2.86,0,0,2.34,0,5
293,1995,10,21,716.35,99.22,6.36,3.12,0,0,5.61,11.4,5
294,1995,10,22,715.6,99.11,5.62,2.62,0,0,4.38,0.2,5
295,1995,10,23,714.36,98.94,3.36,1.32,0,1,11.47,13.6,5
296,1995,10,24,722.5,100.07,8.42,4.41,0,0,7.77,2.5,5
297,1995,10,25,720,99.72,8.34,4.24,0,0,4.44,8.01,5
298,1995,10,26,716.1,99.18,8.85,4.58,0,0,4.95,12.4,5
299,1995,10,27,712.2,98.64,7.82,3.99,0,0,5.32,0.1,5
300,1995,10,28,709.7,98.3,6.67,3.35,0,0,8.92,15.5,5
301,1995,10,29,711.95,98.61,4.57,2.1,0,1,14.37,23,5
302,1995,10,30,721.75,99.97,10.12,3.67,0,1,7.66,14,5
303,1995,10,31,722,100,11.15,4.01,0,0,7.21,2.3,5
304,1995,11,1,721.25,99.9,8.3,4.15,0,1,9.85,0,5
305,1995,11,2,722,100,8.52,4.44,0,1,9.25,13.9,5
306,1995,11,3,721.5,99.93,7.81,4.02,0,1,6.55,1.2,5
307,1995,11,4,709.75,98.3,6.43,3.33,0,0,4.74,6.5,5
308,1995,11,5,708.06,98.07,6.84,3.29,0,1,24.11,35.2,5
309,1995,11,6,725.22,100.45,6.48,3.2,0,1,44.24,14.7,5
310,1995,11,7,724.25,100.31,7.69,3.92,20.45,1,31.81,11.1,5
311,1995,11,8,724.5,100.35,7.73,3.85,22.62,1,28.77,1,5
312,1995,11,9,717.58,99.39,7.97,4.06,4.39,0,20.31,0,5
313,1995,11,10,707.3,97.96,8.5,4.36,0,0,13.13,3.2,5
314,1995,11,11,707.54,98,7.71,3.81,0,0,14.77,35.6,5
315,1995,11,12,714.6,98.98,7.25,3.57,28.78,0,12.65,3.5,5
316,1995,11,13,720,99.72,8.57,4.35,25.35,1,33.06,50.7,5
317,1995,11,14,720.75,99.83,8.29,4.14,0,0,23.59,1,5
318,1995,11,15,710.7,98.43,7.26,3.45,0,0,12.66,0,5
319,1995,11,16,716.1,99.18,9.07,4.57,0,0,9.57,0,5
320,1995,11,17,716.6,99.25,7.64,3.82,0,0,5.16,0,5
321,1995,11,18,714.12,98.91,7.74,3.91,0,0,4.32,0,5
322,1995,11,19,710.7,98.43,4.85,2.19,0,0,5.6,0,5
323,1995,11,20,711.45,98.54,8.36,4.25,0,0,3.97,0,5
324,1995,11,21,707.06,97.93,8.38,4.3,0,0,5.98,0,5
325,1995,11,22,704.66,97.6,8.45,4.29,0,0,3.79,0,5
326,1995,11,23,700,96.95,8.34,4.29,0,0,6.42,0,5
327,1995,11,24,698.08,96.69,8.3,4.19,0,0,8.06,0,5
328,1995,11,25,697.84,96.65,7.58,3.87,0,0,4.94,0,5
329,1995,11,26,695.2,96.29,6.71,3.13,0,0,5.27,0,4
330,1995,11,27,693.76,96.09,8.47,4.28,0,0,6.31,18.1,4
331,1995,11,28,691.6,95.79,8.21,4.16,0,0,5.4,0.4,4
332,1995,11,29,688.79,95.4,8.06,4.18,0,0,4.65,0,4
333,1995,11,30,685.38,94.93,8.49,4.26,0,0,3.78,0,4
334,1995,12,1,680.67,94.28,8.38,4.29,0,0,4.63,1,4
335,1995,12,2,676.92,93.76,8.18,4.07,0,0,4.2,0,4
336,1995,12,3,672.94,93.2,7.62,3.8,0,0,3.42,4.7,4
337,1995,12,4,668.74,92.62,7.89,3.94,0,0,5.81,12,4
338,1995,12,5,666.66,92.34,8.18,4.2,0,0,5.1,1,4
339,1995,12,6,663.58,91.91,3.51,1.47,0,0,6.59,0.5,4
340,1995,12,7,666.66,92.34,6.89,3.59,0,0,4.73,0,4
341,1995,12,8,664.5,92.04,8.3,4.3,0,0,2.55,0,4
342,1995,12,9,638.85,88.48,7.36,3.81,0,0,1.17,0,4
343,1995,12,10,654.56,90.66,6.4,3.24,0,0,1.46,0,4
344,1995,12,11,647.62,89.7,8.36,4.22,0,0,2.32,1,4
345,1995,12,12,641.58,88.86,8.77,4.38,0,0,1.76,0,4
346,1995,12,13,634.57,87.89,8.62,4.2,0,0,1.43,0,4
347,1995,12,14,627.38,86.89,6.51,3.17,0,0,1.33,0,4
348,1995,12,15,622.2,86.18,7.62,3.81,0,0,1,0,4
349,1995,12,16,615.58,85.26,6.4,3.06,0,0,1.27,0,4
350,1995,12,17,610.45,84.55,4.28,1.87,0,0,1.13,0,4
351,1995,12,18,607.3,84.11,8.52,4.23,0,0,1.17,1.6,4
352,1995,12,19,599.95,83.1,9.07,4.52,0,0,2.24,12,4
353,1995,12,20,593.12,82.15,8.76,4.3,0,0,6.66,19.9,4
354,1995,12,21,591.02,81.86,8.21,4.05,0,0,2.93,2,4
355,1995,12,22,585.74,81.13,8.7,4.38,0,0,2.76,3.2,4
356,1995,12,23,579.8,80.3,8.63,4.34,0,0,3.73,24.9,4
357,1995,12,24,574.9,79.63,6.22,3.2,0,0,8.88,12.4,4
358,1995,12,25,577.56,79.99,5.19,2.63,0,0,3.53,0,4
359,1995,12,26,575.9,79.76,7.39,3.68,0,0,2.79,0,4
360,1995,12,27,571.3,79.13,6.82,3.53,0,0,2.02,1.4,4
361,1995,12,28,566.5,78.46,7.74,3.91,0,0,1.35,0,4
362,1995,12,29,560.11,77.58,8.41,4.22,0,0,1.37,0,4
363,1995,12,30,553.07,76.6,6.62,3.34,0,0,1.15,0,4
364,1995,12,31,547.6,75.84,5.28,2.64,0,0,1.18,4.2,4
365,1996,1,1,545.5,75.55,5.17,2.51,0,0,1.07,3.6,3
366,1996,1,2,539.4,74.71,7.27,3.58,0,0,3.06,24.2,3
367,1996,1,3,535.19,74.13,5.62,2.75,0,0,2.53,2.1,3
368,1996,1,4,532.1,73.7,8.06,4.03,0,0,1.55,0,3
369,1996,1,5,525.55,72.79,6.35,3.09,0,0,1.26,0,3
370,1996,1,6,520.46,72.09,6.35,4.11,0,0,1.22,1,3
371,1996,1,7,512.69,71.01,6.69,3.27,0,0,0.15,0,3
372,1996,1,8,506.71,70.18,8.14,4.61,0,0,0.9,0,3
373,1996,1,9,500.74,69.35,8.8,4.31,0,0,1.53,6.2,3
374,1996,1,10,493.04,68.29,8.41,4.16,0,0,0.97,0.5,3
375,1996,1,11,485.6,67.26,8.27,4.12,0,0,0.73,1.5,3
376,1996,1,12,477.96,66.2,8.17,3.91,0,0,1.67,3.3,3
377,1996,1,13,470.82,65.21,8.01,3.86,0,0,1.01,2.3,3
378,1996,1,14,463.86,64.25,6.53,3.16,0,0,1.48,24,3
379,1996,1,15,458.81,63.55,5.66,1.62,0,0,6.47,0,3
380,1996,1,16,461.61,63.93,5.57,2.62,0,0,2.76,0,3
